is_canceled,lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,length_stays,total_previous_bookings,arrival_date_month_April,arrival_date_month_August,arrival_date_month_December,arrival_date_month_February,arrival_date_month_January,arrival_date_month_July,arrival_date_month_June,arrival_date_month_March,arrival_date_month_May,arrival_date_month_November,arrival_date_month_October,arrival_date_month_September,meal_BB,meal_HB/FB,meal_SC,distribution_channel_Direct,distribution_channel_Other,distribution_channel_TA/TO,reserved_room_type_A,reserved_room_type_D,reserved_room_type_Other,assigned_room_type_A,assigned_room_type_D,assigned_room_type_Other,deposit_type_Deposit,deposit_type_No Deposit,company_40.0,company_Other,company_Undefined,customer_type_Other,customer_type_Transient,customer_type_Transient-Party
0,2.70805020110221,2016,22,27,0.0,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.30406509320417,0.0,0.0,0.6931471805599453,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,1.6094379124341003,2016,7,13,0.0,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.7535901911063645,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1,5.659482215759621,2015,31,30,0.0,1.0986122886681098,2,0.0,0.0,1,0.6931471805599453,0.0,0.0,0.0,4.155753190350744,0.0,0.0,1.0986122886681098,0.6931471805599453,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,5.267858159063328,2016,40,30,0.6931471805599453,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.890349128221754,0.0,0.0,1.3862943611198906,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,4.820281565605037,2017,24,17,1.0986122886681098,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.666265285347902,0.0,0.6931471805599453,1.3862943611198906,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,0.0,2017,31,3,0.0,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.792479284293085,0.0,0.6931471805599453,1.0986122886681098,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
0,4.060443010546419,2016,46,11,0.6931471805599453,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,0.6931471805599453,0.0,4.330733340286331,0.0,0.0,1.3862943611198906,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0
1,3.5553480614894135,2015,50,8,0.0,1.0986122886681098,1,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,4.51085950651685,0.0,0.0,1.0986122886681098,0.6931471805599453,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
0,2.5649493574615367,2017,18,1,1.6094379124341003,2.3978952727983707,1,0.0,0.0,0,0.0,0.0,1.0986122886681098,0.0,4.875197323201151,0.0,0.0,2.70805020110221,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
0,4.9344739331306915,2017,34,20,1.0986122886681098,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,5.10594547390058,0.0,0.6931471805599453,1.0986122886681098,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1,5.902633333401366,2015,42,17,0.6931471805599453,0.6931471805599453,2,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,4.155753190350744,0.0,0.0,1.0986122886681098,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
0,4.9344739331306915,2016,34,17,0.6931471805599453,1.6094379124341003,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.8154311114712876,0.0,1.0986122886681098,1.791759469228055,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1,3.5263605246161616,2016,30,17,1.0986122886681098,1.3862943611198906,3,0.0,0.0,0,0.0,0.0,0.0,0.0,5.08821342874163,0.0,1.0986122886681098,1.791759469228055,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1,4.48863636973214,2017,32,11,0.0,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,5.049856007249537,0.0,0.6931471805599453,0.6931471805599453,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
0,3.6635616461296463,2016,33,10,0.0,0.6931471805599453,2,0.6931471805599453,0.0,0,0.0,0.0,0.0,0.0,5.031091302663638,0.0,0.6931471805599453,0.6931471805599453,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0
1,3.828641396489095,2016,47,19,0.6931471805599453,0.6931471805599453,1,0.0,0.0,0,0.0,0.0,0.0,0.0,4.470495282661489,0.0,0.0,1.0986122886681098,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
1,3.1354942159291497,2017,17,29,1.0986122886681098,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.897839799950911,0.0,0.6931471805599453,1.3862943611198906,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,1.0986122886681098,2017,13,27,0.6931471805599453,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,1.0986122886681098,0.0,4.454347296253507,0.0,0.6931471805599453,1.0986122886681098,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
0,2.0794415416798357,2016,15,7,0.0,1.0986122886681098,2,1.0986122886681098,0.0,0,0.0,0.0,0.0,0.0,5.087596335232384,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
0,5.365976015021851,2016,36,31,0.0,1.6094379124341003,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.780383203544751,0.0,0.6931471805599453,1.6094379124341003,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,4.976733742420574,2017,22,1,0.0,1.3862943611198906,3,0.0,0.0,0,0.0,0.0,0.0,0.0,5.133147868571648,0.0,1.0986122886681098,1.3862943611198906,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,3.6109179126442243,2016,28,9,1.0986122886681098,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.919250732294404,0.0,1.0986122886681098,1.3862943611198906,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,2.5649493574615367,2015,41,4,0.6931471805599453,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.290459441148391,0.0,0.0,0.6931471805599453,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,5.583496308781699,2015,28,9,0.0,1.0986122886681098,2,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,4.143134726391533,0.0,0.0,1.0986122886681098,0.6931471805599453,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0
0,3.295836866004329,2016,28,3,1.0986122886681098,1.3862943611198906,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.454347296253507,0.0,0.0,1.791759469228055,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,4.382026634673881,2017,12,25,0.6931471805599453,0.6931471805599453,3,0.0,0.0,0,0.0,0.0,0.6931471805599453,0.0,4.964242254526545,0.0,0.0,1.0986122886681098,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1,5.697093486505405,2015,33,10,0.6931471805599453,0.6931471805599453,2,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,4.143134726391533,0.0,0.0,1.0986122886681098,0.6931471805599453,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0
1,4.48863636973214,2016,18,27,0.0,1.6094379124341003,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.667205576907544,0.0,1.3862943611198906,1.6094379124341003,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,4.51085950651685,2016,18,24,1.0986122886681098,1.3862943611198906,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.2631023230097185,0.0,0.6931471805599453,1.791759469228055,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
1,5.480638923341991,2015,42,17,0.0,0.6931471805599453,2,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,4.110873864173311,0.0,0.0,0.6931471805599453,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
1,5.093750200806762,2017,33,19,0.6931471805599453,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.948759890378168,0.0,0.0,1.0986122886681098,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
1,5.1298987149230735,2017,23,7,0.0,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,0.0,3.5553480614894135,4.709530201312334,0.0,0.0,1.0986122886681098,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
0,5.583496308781699,2016,26,24,0.0,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.7535901911063645,0.0,0.6931471805599453,1.0986122886681098,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,4.248495242049359,2016,18,27,0.6931471805599453,1.6094379124341003,2,0.6931471805599453,0.0,0,0.0,0.0,0.0,0.0,4.696198484335655,0.0,1.0986122886681098,1.791759469228055,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
0,5.153291594497779,2016,28,3,1.0986122886681098,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.577798989191959,0.0,1.0986122886681098,1.3862943611198906,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,4.634728988229636,2016,16,14,0.6931471805599453,1.3862943611198906,2,0.0,0.0,0,0.0,0.0,1.3862943611198906,0.0,4.36665915754276,0.0,0.6931471805599453,1.6094379124341003,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
0,2.6390573296152584,2016,13,20,0.6931471805599453,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,1.9459101490553132,0.0,0.0,0.6931471805599453,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,3.332204510175204,2017,27,2,1.0986122886681098,0.0,2,0.0,0.0,0,0.0,0.0,1.3862943611198906,0.0,5.030437921392435,0.0,0.0,1.0986122886681098,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,3.784189633918261,2016,12,14,0.6931471805599453,1.3862943611198906,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.417635062141249,0.0,0.6931471805599453,1.6094379124341003,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,5.472270673671475,2016,32,6,1.3862943611198906,1.9459101490553132,2,0.6931471805599453,0.0,0,0.0,0.0,0.6931471805599453,0.0,4.54595082632812,0.0,0.6931471805599453,2.302585092994046,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
0,4.7535901911063645,2016,19,4,0.6931471805599453,1.6094379124341003,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.609660091260944,0.0,0.6931471805599453,1.791759469228055,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,3.295836866004329,2016,43,16,1.0986122886681098,1.6094379124341003,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.941642422609304,0.0,0.6931471805599453,1.9459101490553132,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,3.044522437723423,2017,21,23,0.0,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,5.017279836814924,0.0,0.6931471805599453,0.6931471805599453,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,4.605170185988092,2016,8,19,0.0,0.6931471805599453,1,0.0,0.0,0,0.0,0.0,0.0,0.0,4.406719247264253,0.0,0.0,0.6931471805599453,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
0,4.836281906951478,2017,15,10,0.6931471805599453,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,1.0986122886681098,0.0,4.806722311058825,0.0,0.6931471805599453,1.3862943611198906,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
1,5.241747015059643,2016,31,28,1.0986122886681098,1.791759469228055,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.52124495105033,0.0,0.0,2.0794415416798357,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
1,1.9459101490553132,2017,19,10,0.0,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.51085950651685,0.0,0.0,0.6931471805599453,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
1,4.718498871295094,2016,35,26,0.0,1.0986122886681098,2,1.0986122886681098,0.0,0,0.0,0.0,0.0,0.0,5.574812093359241,0.0,0.0,1.0986122886681098,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
0,5.293304824724492,2016,50,8,1.0986122886681098,1.3862943611198906,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.1705337005796475,0.0,1.0986122886681098,1.791759469228055,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,4.8283137373023015,2016,15,5,0.0,1.3862943611198906,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.276666119016055,0.0,0.0,1.3862943611198906,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0
0,0.0,2015,30,24,0.0,1.0986122886681098,1,0.0,0.0,0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
1,4.897839799950911,2016,35,23,0.0,1.6094379124341003,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.623010104116422,0.0,0.0,1.6094379124341003,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
1,5.5134287461649825,2017,31,1,0.0,1.6094379124341003,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.500920164614292,0.0,0.6931471805599453,1.6094379124341003,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,6.137727054086234,2017,26,1,1.0986122886681098,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.733299513698619,0.0,0.6931471805599453,1.3862943611198906,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,4.477336814478207,2017,18,4,0.0,1.3862943611198906,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.6913478822291435,0.0,0.6931471805599453,1.3862943611198906,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
1,4.762173934797756,2016,10,28,1.0986122886681098,0.6931471805599453,1,0.0,0.0,0,0.0,0.0,0.0,0.0,4.127134385045092,0.0,0.0,1.3862943611198906,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,4.605170185988092,2017,15,15,1.0986122886681098,1.6094379124341003,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.663439094112067,0.0,0.0,1.9459101490553132,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,2.1972245773362196,2016,44,25,0.0,0.6931471805599453,1,0.0,0.0,0,0.0,0.0,0.0,0.0,4.435448911169876,0.0,0.6931471805599453,0.6931471805599453,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
1,5.220355825078324,2016,48,24,0.0,1.3862943611198906,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.2612704335380815,0.0,0.0,1.3862943611198906,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,3.6109179126442243,2016,31,26,1.0986122886681098,1.791759469228055,3,0.0,0.0,0,0.0,0.0,0.0,0.0,5.13167228913909,0.0,0.6931471805599453,2.0794415416798357,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1,3.5553480614894135,2017,6,10,1.0986122886681098,1.791759469228055,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.457134107160687,0.0,0.0,2.0794415416798357,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,3.784189633918261,2017,1,7,1.0986122886681098,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.235120483100881,0.0,0.0,1.6094379124341003,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,4.394449154672439,2016,13,25,0.6931471805599453,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,0.6931471805599453,0.0,4.460144413937834,0.0,1.0986122886681098,1.3862943611198906,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,5.293304824724492,2016,21,20,0.0,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,4.59511985013459,4.189654742026425,0.0,0.0,0.6931471805599453,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1,5.883322388488279,2016,27,30,0.0,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.143134726391533,0.0,0.0,1.0986122886681098,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
0,0.6931471805599453,2016,19,6,0.0,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,0.6931471805599453,0.0,5.0689042022202315,0.6931471805599453,0.0,1.0986122886681098,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,5.003946305945459,2016,17,23,1.0986122886681098,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.2531984503199265,0.0,0.0,1.3862943611198906,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,3.295836866004329,2016,21,20,0.0,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,0.6931471805599453,0.0,4.796781789689138,0.0,0.6931471805599453,1.0986122886681098,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
1,3.9318256327243257,2016,14,2,0.0,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.395682961121367,0.0,0.0,0.6931471805599453,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
1,4.477336814478207,2016,15,3,1.0986122886681098,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.293878247897177,0.0,0.0,1.6094379124341003,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,3.6109179126442243,2016,42,9,1.0986122886681098,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.624482497020464,0.0,0.6931471805599453,1.3862943611198906,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,0.6931471805599453,2016,26,22,0.0,1.3862943611198906,1,0.0,0.0,0,0.0,0.0,0.6931471805599453,0.0,4.564348191467836,0.0,0.0,1.3862943611198906,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
