is_canceled,lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,length_stays,total_previous_bookings,arrival_date_month_April,arrival_date_month_August,arrival_date_month_December,arrival_date_month_February,arrival_date_month_January,arrival_date_month_July,arrival_date_month_June,arrival_date_month_March,arrival_date_month_May,arrival_date_month_November,arrival_date_month_October,arrival_date_month_September,meal_BB,meal_HB/FB,meal_SC,distribution_channel_Direct,distribution_channel_Other,distribution_channel_TA/TO,reserved_room_type_A,reserved_room_type_D,reserved_room_type_Other,assigned_room_type_A,assigned_room_type_D,assigned_room_type_Other,deposit_type_Deposit,deposit_type_No Deposit,company_40.0,company_Other,company_Undefined,customer_type_Other,customer_type_Transient,customer_type_Transient-Party
1,5.455321115357702,2017,25,23,0.6931471805599453,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.663439094112067,0.0,0.0,1.3862943611198906,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
0,3.1354942159291497,2016,50,8,1.0986122886681098,1.3862943611198906,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.519394408966687,0.0,0.6931471805599453,1.791759469228055,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
1,1.6094379124341003,2016,21,20,0.0,0.6931471805599453,1,0.0,0.0,0,0.0,0.0,0.0,0.0,4.51085950651685,0.0,0.0,0.6931471805599453,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
0,2.995732273553991,2015,41,6,0.0,1.3862943611198906,1,0.0,0.0,1,0.0,0.0,0.6931471805599453,0.0,4.394449154672439,0.0,0.0,1.3862943611198906,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,1.9459101490553132,2015,34,20,1.0986122886681098,1.6094379124341003,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.59511985013459,0.0,0.6931471805599453,1.9459101490553132,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,5.262690188904886,2016,26,24,0.0,1.0986122886681098,1,0.0,0.0,0,0.0,0.0,1.0986122886681098,0.0,4.709530201312334,0.0,0.0,1.0986122886681098,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,3.9318256327243257,2017,10,10,0.6931471805599453,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.328625857946767,0.0,0.6931471805599453,1.3862943611198906,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,5.099866427824199,2017,29,19,1.0986122886681098,1.6094379124341003,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.822697998516666,0.0,0.0,1.9459101490553132,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
0,4.060443010546419,2016,11,12,1.0986122886681098,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,0.0,0.0,3.8480176754522337,0.0,0.0,1.6094379124341003,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,2.4849066497880004,2015,37,11,0.0,0.6931471805599453,1,0.0,0.0,0,0.0,0.0,0.0,0.0,4.564348191467836,0.0,1.0986122886681098,0.6931471805599453,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0
1,5.480638923341991,2016,44,28,0.0,1.0986122886681098,3,0.0,0.0,0,0.0,0.0,0.0,0.0,4.865224091322398,0.0,0.0,1.0986122886681098,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1,3.7376696182833684,2017,30,29,0.6931471805599453,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.948759890378168,0.0,0.6931471805599453,1.0986122886681098,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,5.676753802268282,2017,30,25,0.0,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.596129441335942,0.0,0.6931471805599453,0.6931471805599453,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,5.198497031265826,2016,36,3,1.0986122886681098,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.851248708584797,0.0,0.6931471805599453,1.3862943611198906,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1,5.3612921657094255,2016,33,13,0.6931471805599453,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.574710978503383,0.0,0.0,1.0986122886681098,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
1,4.6913478822291435,2015,30,19,1.6094379124341003,2.0794415416798357,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.350277936359301,0.0,0.6931471805599453,2.4849066497880004,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,0.6931471805599453,2015,38,14,1.3862943611198906,1.791759469228055,1,0.0,0.0,0,0.0,0.0,1.0986122886681098,0.0,4.897839799950911,0.0,0.0,2.1972245773362196,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,2.772588722239781,2017,27,6,0.0,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.948759890378168,0.0,0.6931471805599453,0.6931471805599453,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
1,5.135798437050262,2017,23,8,0.0,1.3862943611198906,2,0.0,0.0,0,0.0,0.0,0.0,0.0,5.14166355650266,0.0,0.0,1.3862943611198906,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
1,3.6635616461296463,2017,19,12,1.0986122886681098,2.0794415416798357,3,0.6931471805599453,0.0,0,0.0,0.0,0.0,0.0,5.504762268239195,0.0,0.6931471805599453,2.302585092994046,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
1,3.912023005428146,2017,27,8,0.0,0.6931471805599453,1,0.0,0.0,0,0.0,0.0,0.0,0.0,5.14166355650266,0.0,0.6931471805599453,0.6931471805599453,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,3.4965075614664802,2015,47,20,0.0,1.0986122886681098,1,0.0,0.0,0,0.0,0.0,0.0,0.0,4.30406509320417,0.0,0.0,1.0986122886681098,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,4.700480365792417,2016,22,22,1.0986122886681098,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.52124495105033,0.0,0.0,1.3862943611198906,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
0,4.852030263919617,2016,31,27,0.0,1.6094379124341003,3,0.0,0.0,0,0.0,0.0,0.0,0.0,4.948405217560121,0.0,1.0986122886681098,1.6094379124341003,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1,5.564520407322694,2015,27,4,1.0986122886681098,1.0986122886681098,2,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,4.143134726391533,0.0,0.0,1.6094379124341003,0.6931471805599453,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
1,5.945420608606575,2016,52,23,0.6931471805599453,1.0986122886681098,0,1.0986122886681098,0.0,0,0.0,0.0,0.0,0.0,4.255612709818223,0.0,0.6931471805599453,1.3862943611198906,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
0,4.143134726391533,2017,26,25,0.6931471805599453,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.795790545596741,0.0,1.0986122886681098,0.6931471805599453,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,2.3978952727983707,2016,29,11,0.6931471805599453,1.3862943611198906,1,0.0,0.0,0,0.0,0.0,0.0,0.0,4.990432586778736,0.0,0.0,1.6094379124341003,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,1.791759469228055,2016,17,18,0.6931471805599453,0.6931471805599453,1,0.0,0.0,0,0.0,0.0,0.0,0.0,4.564348191467836,0.0,0.6931471805599453,1.0986122886681098,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
1,4.6913478822291435,2016,12,18,0.0,1.0986122886681098,2,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,4.394449154672439,0.0,0.0,1.0986122886681098,0.6931471805599453,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
1,2.3978952727983707,2016,14,29,0.0,0.6931471805599453,3,0.0,0.0,0,0.0,0.0,0.0,0.0,4.927253685157205,0.0,0.0,0.6931471805599453,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1,5.267858159063328,2016,26,20,0.6931471805599453,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,0.0,3.6888794541139363,4.795790545596741,0.0,0.0,1.3862943611198906,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
1,3.367295829986474,2015,32,3,0.6931471805599453,1.3862943611198906,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.143134726391533,0.0,0.0,1.6094379124341003,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1,5.356586274672012,2016,21,20,0.0,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,0.0,4.718498871295094,4.61512051684126,0.0,0.0,1.0986122886681098,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
0,1.791759469228055,2015,40,28,0.6931471805599453,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,4.189654742026425,0.0,0.0,0.6931471805599453,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
0,1.791759469228055,2016,14,29,0.0,0.6931471805599453,2,0.6931471805599453,0.0,0,0.0,0.0,0.0,0.0,4.787491742782046,0.0,0.0,0.6931471805599453,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0
0,3.367295829986474,2016,40,26,0.6931471805599453,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,4.653960350157523,0.0,0.6931471805599453,0.6931471805599453,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
1,4.836281906951478,2017,15,15,0.6931471805599453,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.6931471805599453,0.0,4.6491870714048655,0.0,0.6931471805599453,1.0986122886681098,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,3.091042453358316,2016,49,1,0.6931471805599453,1.3862943611198906,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.813727878973883,0.0,0.6931471805599453,1.6094379124341003,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
1,5.442417710521793,2016,39,18,1.0986122886681098,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,1.3862943611198906,0.0,4.7063720664970585,0.0,0.6931471805599453,1.6094379124341003,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
1,4.394449154672439,2016,11,7,0.6931471805599453,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.373238128640803,0.0,0.6931471805599453,1.3862943611198906,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,5.062595033026967,2016,29,16,0.6931471805599453,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.727387818712341,0.0,0.0,1.0986122886681098,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0
0,3.5263605246161616,2016,6,31,1.0986122886681098,1.791759469228055,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.284000269375321,0.0,0.0,2.0794415416798357,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
1,5.717027701406222,2016,34,19,1.0986122886681098,1.3862943611198906,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.3694478524670215,0.0,0.0,1.791759469228055,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1,5.723585101952381,2016,45,4,0.6931471805599453,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.499809670330265,0.0,0.0,1.3862943611198906,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
1,3.332204510175204,2016,13,22,0.0,1.6094379124341003,2,1.0986122886681098,0.6931471805599453,0,0.0,0.0,0.6931471805599453,0.0,5.629418059367339,0.0,0.0,1.6094379124341003,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
0,4.290459441148391,2016,14,28,0.6931471805599453,1.3862943611198906,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.464182492687114,0.0,0.6931471805599453,1.6094379124341003,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,5.135798437050262,2017,23,8,0.0,1.3862943611198906,2,0.0,0.0,0,0.0,0.0,0.0,0.0,5.14166355650266,0.0,0.0,1.3862943611198906,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
1,6.049733455231958,2017,29,22,0.6931471805599453,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.394449154672439,0.0,0.0,1.0986122886681098,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,0.0,2015,52,20,1.0986122886681098,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.07753744390572,0.0,0.0,1.3862943611198906,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0
0,5.579729825986222,2015,28,8,0.0,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.143134726391533,0.0,0.0,1.0986122886681098,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1,3.58351893845611,2016,49,28,0.6931471805599453,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.394449154672439,0.0,0.0,0.6931471805599453,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,5.099866427824199,2016,44,28,0.0,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.6931471805599453,0.0,4.395682961121367,0.0,1.0986122886681098,0.6931471805599453,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
1,4.430816798843313,2017,15,10,0.6931471805599453,0.0,2,0.6931471805599453,0.0,0,0.0,0.0,0.0,0.0,5.185988181574117,0.0,1.3862943611198906,0.6931471805599453,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
1,3.828641396489095,2016,47,19,0.6931471805599453,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.549657476057832,0.0,0.0,1.0986122886681098,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
1,3.4965075614664802,2016,52,19,0.6931471805599453,0.6931471805599453,2,1.0986122886681098,0.0,0,0.0,0.0,0.0,0.0,5.44673737166631,0.0,0.0,1.0986122886681098,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
0,2.3978952727983707,2017,17,26,1.0986122886681098,2.302585092994046,1,0.0,0.0,0,0.0,0.0,1.791759469228055,0.0,3.000222178826843,0.0,1.3862943611198906,2.4849066497880004,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
0,4.51085950651685,2016,17,21,0.0,1.3862943611198906,2,0.0,0.0,0,0.0,0.0,1.0986122886681098,0.0,4.414251781968619,0.0,0.0,1.3862943611198906,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,0.0,2017,32,9,0.0,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.779795536147575,0.0,0.0,0.6931471805599453,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0
0,5.10594547390058,2015,40,2,0.0,1.0986122886681098,1,0.0,0.0,0,0.0,0.0,0.0,0.0,4.61512051684126,0.0,0.0,1.0986122886681098,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,3.4011973816621555,2017,3,18,0.0,1.3862943611198906,1,0.0,0.0,0,0.0,0.0,0.0,0.0,4.189654742026425,0.0,0.0,1.3862943611198906,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,4.0943445622221,2016,6,6,1.0986122886681098,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.143134726391533,0.0,0.0,1.6094379124341003,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,2.9444389791664403,2016,16,13,0.0,0.6931471805599453,2,0.0,0.0,0,0.0,0.0,0.6931471805599453,0.0,4.867534450455582,0.0,0.0,0.6931471805599453,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
0,3.332204510175204,2017,23,9,0.6931471805599453,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.915078417198038,0.0,0.0,1.3862943611198906,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,3.4339872044851463,2016,17,19,0.0,1.3862943611198906,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.6491870714048655,0.0,0.0,1.3862943611198906,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,5.598421958998375,2017,25,22,0.0,1.3862943611198906,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.770684624465665,0.0,0.6931471805599453,1.3862943611198906,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,3.6375861597263857,2016,20,8,0.6931471805599453,0.0,1,0.0,0.0,1,0.0,1.0986122886681098,0.0,0.0,4.189654742026425,0.0,0.0,0.6931471805599453,1.0986122886681098,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
0,4.897839799950911,2017,16,19,0.0,1.6094379124341003,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.8283137373023015,0.0,0.0,1.6094379124341003,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,3.1780538303479458,2015,49,4,1.0986122886681098,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.02535169073515,0.0,0.0,1.6094379124341003,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0
0,4.07753744390572,2016,6,4,0.0,1.3862943611198906,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.006787581872569,0.0,0.6931471805599453,1.3862943611198906,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
1,5.817111159963204,2015,38,17,0.0,1.0986122886681098,2,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,4.143134726391533,0.0,0.0,1.0986122886681098,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0
1,4.276666119016055,2016,41,7,1.0986122886681098,1.0986122886681098,2,0.0,0.0,0,0.0,0.0,0.0,0.0,4.6334660551429385,0.0,0.0,1.6094379124341003,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1,2.995732273553991,2015,41,6,0.0,1.3862943611198906,2,0.0,0.0,1,0.6931471805599453,0.0,0.0,0.0,4.51085950651685,0.0,0.0,1.3862943611198906,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
